r,g,b,label
49,148,210,blue-ish
59,220,92,green-ish
6,71,161,blue-ish
89,243,99,green-ish
72,199,123,green-ish
154,51,124,purple-ish
55,51,225,blue-ish
212,151,183,pink-ish
120,60,221,purple-ish
54,144,12,green-ish
213,201,114,yellow-ish
237,21,243,pink-ish
180,122,116,pink-ish
209,143,171,pink-ish
45,226,248,blue-ish
107,26,146,purple-ish
27,130,47,green-ish
14,118,159,blue-ish
48,226,191,green-ish
69,49,207,blue-ish
179,104,93,pink-ish
11,35,165,blue-ish
171,26,25,red-ish
203,25,95,pink-ish
38,49,146,blue-ish
220,231,189,yellow-ish
215,221,4,yellow-ish
224,38,155,pink-ish
17,107,152,blue-ish
143,35,7,brown-ish
50,114,247,blue-ish
173,167,138,grey-ish
49,54,37,green-ish
239,240,101,blue-ish
228,185,58,yellow-ish
161,88,148,purple-ish
255,76,138,pink-ish
222,151,165,pink-ish
23,127,126,green-ish
237,255,122,yellow-ish
178,184,202,grey-ish
214,104,211,purple-ish
140,26,31,red-ish
0,215,92,green-ish
1,145,101,green-ish
162,96,33,brown-ish
108,36,57,red-ish
249,43,162,pink-ish
193,207,11,yellow-ish
250,198,183,pink-ish
250,192,211,pink-ish
255,119,205,pink-ish
5,84,97,blue-ish
229,196,230,pink-ish
90,87,89,grey-ish
81,62,3,brown-ish
196,230,237,blue-ish
201,2,231,purple-ish
230,98,233,pink-ish
90,225,4,green-ish
121,182,211,blue-ish
234,255,17,yellow-ish
209,162,41,orange-ish
79,70,23,brown-ish
195,206,124,green-ish
62,45,143,red-ish
237,65,62,red-ish
149,107,219,blue-ish
102,183,28,green-ish
147,227,109,green-ish
24,207,141,green-ish
204,102,30,orange-ish
159,170,164,green-ish
22,110,206,blue-ish
250,76,62,red-ish
203,197,190,grey-ish
139,3,127,purple-ish
4,79,52,purple-ish
185,220,218,blue-ish
220,145,225,pink-ish
136,52,134,purple-ish
64,174,59,green-ish
236,185,70,orange-ish
225,198,231,pink-ish
55,198,24,brown-ish
97,219,38,green-ish
144,103,172,purple-ish
199,4,151,purple-ish
183,105,82,orange-ish
138,114,151,purple-ish
121,189,51,green-ish
134,159,105,green-ish
111,251,101,green-ish
115,117,34,green-ish
155,245,248,blue-ish
93,95,37,green-ish
36,138,102,green-ish
31,175,50,blue-ish
174,4,189,purple-ish
49,21,141,blue-ish
192,71,111,pink-ish
181,254,27,green-ish
169,90,106,pink-ish
185,90,197,purple-ish
211,192,24,yellow-ish
191,36,21,red-ish
131,90,163,purple-ish
67,167,143,green-ish
102,213,135,green-ish
226,5,120,red-ish
149,253,144,green-ish
237,249,186,yellow-ish
126,90,192,blue-ish
10,31,2,green-ish
26,61,161,blue-ish
74,234,126,green-ish
86,177,170,blue-ish
220,43,39,red-ish
248,45,0,red-ish
112,197,98,green-ish
171,137,91,brown-ish
108,245,199,green-ish
19,245,216,blue-ish
221,208,24,yellow-ish
132,214,109,green-ish
107,226,102,green-ish
73,110,131,blue-ish
27,13,208,blue-ish
107,195,8,green-ish
68,79,48,grey-ish
172,176,166,grey-ish
82,248,212,green-ish
131,214,225,blue-ish
28,134,129,blue-ish
184,13,6,red-ish
228,229,35,yellow-ish
1,124,22,green-ish
23,152,141,green-ish
34,205,70,green-ish
96,251,179,blue-ish
49,31,197,blue-ish
62,172,241,blue-ish
183,97,183,purple-ish
118,69,172,purple-ish
172,4,233,purple-ish
48,140,40,green-ish
88,250,211,green-ish
118,114,252,blue-ish
10,201,167,green-ish
133,166,15,green-ish
0,128,140,blue-ish
57,151,56,green-ish
214,25,235,purple-ish
41,17,204,blue-ish
6,168,196,green-ish
70,111,200,blue-ish
169,139,106,brown-ish
255,103,48,orange-ish
207,231,68,green-ish
50,8,193,blue-ish
63,229,111,green-ish
117,89,92,pink-ish
111,221,16,green-ish
169,164,187,grey-ish
49,188,218,blue-ish
203,11,89,purple-ish
212,161,78,orange-ish
65,167,137,green-ish
59,115,113,green-ish
120,200,119,green-ish
57,222,162,green-ish
31,249,102,green-ish
17,36,139,blue-ish
180,199,232,purple-ish
15,237,211,blue-ish
179,147,69,brown-ish
74,126,87,green-ish
97,172,247,blue-ish
17,30,74,blue-ish
76,58,59,purple-ish
247,232,236,grey-ish
121,221,70,green-ish
37,148,82,green-ish
50,60,66,grey-ish
15,79,63,green-ish
170,240,92,green-ish
194,32,158,pink-ish
61,188,85,green-ish
219,47,52,red-ish
3,37,167,blue-ish
89,147,188,blue-ish
19,28,50,blue-ish
166,82,191,purple-ish
74,52,229,blue-ish
96,82,196,blue-ish
87,206,220,blue-ish
43,140,152,blue-ish
134,149,110,green-ish
162,57,231,purple-ish
120,159,39,green-ish
225,104,73,orange-ish
208,155,59,orange-ish
11,183,156,green-ish
2,142,202,blue-ish
152,182,26,green-ish
128,101,82,brown-ish
42,34,27,grey-ish
239,16,171,pink-ish
48,150,108,blue-ish
206,236,40,yellow-ish
110,124,93,grey-ish
171,133,6,brown-ish
109,104,47,orange-ish
79,209,72,green-ish
27,125,34,green-ish
221,211,175,yellow-ish
9,171,13,green-ish
250,62,235,purple-ish
52,25,156,blue-ish
233,65,91,pink-ish
176,179,147,grey-ish
192,135,67,brown-ish
81,142,44,green-ish
134,173,167,grey-ish
126,60,185,purple-ish
244,148,8,orange-ish
253,60,129,pink-ish
89,243,102,green-ish
176,105,198,pink-ish
230,196,195,pink-ish
179,138,158,grey-ish
165,112,64,orange-ish
76,194,42,green-ish
92,17,63,purple-ish
3,62,235,blue-ish
105,143,134,grey-ish
63,96,124,blue-ish
43,196,60,green-ish
37,194,214,blue-ish
21,53,52,blue-ish
163,147,55,orange-ish
2,254,38,green-ish
131,128,71,orange-ish
151,45,67,red-ish
19,252,72,green-ish
15,3,226,blue-ish
99,93,22,yellow-ish
42,236,154,green-ish
42,134,130,green-ish
148,35,100,purple-ish
57,242,142,green-ish
92,140,50,green-ish
134,28,126,purple-ish
0,189,46,green-ish
113,129,179,blue-ish
19,254,219,blue-ish
145,113,241,purple-ish
179,100,245,purple-ish
16,61,249,blue-ish
200,86,51,red-ish
82,82,221,blue-ish
252,186,89,orange-ish
186,234,61,green-ish
67,68,192,blue-ish
205,237,67,yellow-ish
197,110,253,purple-ish
63,223,33,green-ish
105,215,141,green-ish
228,233,54,yellow-ish
80,29,24,brown-ish
88,71,183,blue-ish
212,188,238,pink-ish
4,149,52,green-ish
122,0,226,blue-ish
111,26,128,purple-ish
137,114,149,purple-ish
75,171,177,blue-ish
239,210,140,yellow-ish
48,152,26,green-ish
19,94,63,green-ish
171,249,45,green-ish
225,30,146,purple-ish
165,143,247,purple-ish
180,230,8,yellow-ish
21,72,92,blue-ish
130,132,228,green-ish
85,135,72,green-ish
81,234,78,green-ish
143,126,188,blue-ish
212,171,145,yellow-ish
198,6,182,purple-ish
91,82,129,blue-ish
60,153,135,green-ish
40,253,156,green-ish
193,230,104,yellow-ish
239,71,183,purple-ish
237,65,83,red-ish
109,62,51,brown-ish
183,11,125,pink-ish
198,160,166,pink-ish
8,228,128,green-ish
31,89,238,blue-ish
13,115,25,green-ish
50,92,203,blue-ish
223,56,8,red-ish
209,131,56,orange-ish
8,252,112,green-ish
90,159,25,green-ish
195,175,160,grey-ish
146,99,81,brown-ish
152,103,248,purple-ish
100,116,41,green-ish
227,203,117,yellow-ish
71,242,197,blue-ish
243,122,73,orange-ish
234,16,123,pink-ish
101,150,185,blue-ish
230,242,116,yellow-ish
128,1,210,purple-ish
201,108,3,orange-ish
47,147,22,green-ish
228,51,34,red-ish
188,43,233,purple-ish
43,239,190,blue-ish
177,60,235,purple-ish
153,233,87,green-ish
95,192,229,blue-ish
44,124,97,green-ish
214,176,244,pink-ish
202,152,186,pink-ish
116,161,37,green-ish
80,249,160,blue-ish
155,172,151,grey-ish
178,151,210,purple-ish
97,191,112,green-ish
176,226,68,green-ish
56,193,175,blue-ish
115,98,240,blue-ish
80,241,203,blue-ish
114,51,118,purple-ish
194,44,3,red-ish
26,109,94,green-ish
132,18,16,red-ish
86,103,221,blue-ish
108,230,103,green-ish
75,92,136,blue-ish
29,7,152,blue-ish
7,90,103,blue-ish
160,112,77,brown-ish
20,110,94,green-ish
41,243,181,green-ish
234,245,49,yellow-ish
95,148,71,green-ish
197,240,197,green-ish
110,62,42,brown-ish
221,43,72,red-ish
9,73,255,blue-ish
176,122,201,purple-ish
221,115,0,orange-ish
34,31,56,blue-ish
18,179,61,green-ish
235,213,32,yellow-ish
173,167,34,yellow-ish
247,253,126,yellow-ish
238,190,79,orange-ish
67,190,44,green-ish
21,41,65,blue-ish
124,127,7,green-ish
93,89,74,grey-ish
85,95,167,blue-ish
161,220,246,blue-ish
156,106,118,pink-ish
250,15,74,red-ish
128,114,245,purple-ish
91,199,155,blue-ish
43,101,132,blue-ish
53,120,58,green-ish
123,179,228,blue-ish
249,148,174,pink-ish
147,67,86,purple-ish
100,37,64,purple-ish
167,130,26,orange-ish
150,36,200,purple-ish
59,165,128,blue-ish
108,109,235,blue-ish
96,174,124,green-ish
198,13,53,red-ish
172,36,77,red-ish
82,10,211,blue-ish
113,33,108,purple-ish
71,35,40,brown-ish
192,22,128,purple-ish
245,139,232,pink-ish
21,152,25,green-ish
164,127,10,brown-ish
11,190,13,green-ish
34,232,185,blue-ish
229,108,58,orange-ish
31,2,25,grey-ish
160,178,128,green-ish
171,21,63,red-ish
225,214,232,grey-ish
195,71,237,purple-ish
86,219,224,blue-ish
2,21,215,blue-ish
149,90,183,purple-ish
52,221,113,green-ish
48,90,99,blue-ish
22,50,5,green-ish
211,180,255,pink-ish
222,176,189,pink-ish
120,144,19,green-ish
92,53,18,brown-ish
104,26,96,purple-ish
49,125,63,green-ish
83,200,132,green-ish
58,189,166,blue-ish
9,107,171,blue-ish
169,149,223,blue-ish
165,242,67,green-ish
17,215,253,blue-ish
70,132,33,green-ish
192,136,37,brown-ish
104,114,38,green-ish
67,94,47,green-ish
186,135,110,purple-ish
112,218,6,green-ish
25,249,124,green-ish
167,49,241,purple-ish
18,113,40,green-ish
214,96,238,pink-ish
9,2,186,blue-ish
69,202,100,green-ish
5,217,23,green-ish
122,117,96,grey-ish
19,194,171,blue-ish
84,110,218,blue-ish
220,102,212,pink-ish
7,151,173,blue-ish
207,202,82,yellow-ish
255,191,241,pink-ish
32,195,165,blue-ish
75,209,79,green-ish
70,189,209,blue-ish
47,95,125,blue-ish
238,152,110,orange-ish
215,247,3,yellow-ish
158,10,143,purple-ish
207,97,92,red-ish
101,49,102,red-ish
158,141,238,red-ish
177,110,54,red-ish
230,120,87,brown-ish
254,31,3,red-ish
35,208,230,red-ish
113,119,137,red-ish
246,9,81,red-ish
200,64,105,red-ish
4,104,203,blue-ish
45,103,154,red-ish
194,181,59,red-ish
204,114,30,red-ish
144,210,176,red-ish
171,181,230,blue-ish
247,59,241,red-ish
197,28,207,red-ish
55,75,208,red-ish
48,25,250,red-ish
155,47,62,purple-ish
124,238,63,red-ish
66,25,155,red-ish
91,62,94,purple-ish
28,111,136,red-ish
90,225,115,red-ish
145,30,123,purple-ish
172,86,107,red-ish
234,163,250,red-ish
49,168,201,red-ish
37,182,40,green-ish
37,195,133,yellow-ish
144,196,79,green-ish
173,105,4,red-ish
158,225,36,blue-ish
132,8,128,yellow-ish
241,249,250,grey-ish
185,182,220,purple-ish
46,164,207,yellow-ish
109,154,251,red-ish
17,221,148,red-ish
212,41,141,red-ish
145,225,220,orange-ish
88,209,211,red-ish
239,188,107,brown-ish
146,48,174,red-ish
146,108,82,red-ish
188,113,253,orange-ish
16,181,140,red-ish
207,127,31,orange-ish
6,145,75,red-ish
3,248,190,green-ish
139,199,124,red-ish
23,251,118,yellow-ish
102,178,215,blue-ish
17,112,57,red-ish
213,4,246,pink-ish
146,140,193,yellow-ish
96,75,198,red-ish
69,246,207,yellow-ish
197,226,88,red-ish
65,207,84,green-ish
14,239,177,yellow-ish
203,32,148,red-ish
124,110,45,yellow-ish
142,169,152,blue-ish
3,255,67,red-ish
58,90,191,red-ish
177,168,37,yellow-ish
82,56,142,red-ish
130,134,15,green-ish
80,133,174,red-ish
46,164,197,blue-ish
146,113,59,brown-ish
222,181,98,brown-ish
136,48,137,purple-ish
130,74,246,blue-ish
8,48,140,red-ish
47,180,64,red-ish
227,157,63,orange-ish
45,59,191,red-ish
157,149,254,blue-ish
213,97,155,red-ish
137,54,229,purple-ish
52,20,203,blue-ish
204,88,90,red-ish
141,240,127,red-ish
21,252,41,green-ish
143,173,135,green-ish
36,190,117,red-ish
48,136,187,blue-ish
241,144,52,orange-ish
215,168,110,red-ish
115,131,255,blue-ish
177,3,113,red-ish
217,40,142,pink-ish
242,31,189,purple-ish
17,56,1,red-ish
24,93,118,blue-ish
226,204,226,grey-ish
131,200,110,red-ish
252,85,199,pink-ish
73,113,94,red-ish
40,1,39,purple-ish
10,221,83,red-ish
58,251,112,green-ish
197,147,29,yellow-ish
112,152,253,red-ish
22,156,122,green-ish
173,25,27,red-ish
166,10,189,purple-ish
246,35,193,red-ish
43,25,136,blue-ish
187,16,125,pink-ish
27,43,46,red-ish
39,123,60,green-ish
77,149,110,red-ish
32,167,220,red-ish
208,68,193,red-ish
83,184,148,green-ish
189,3,110,pink-ish
163,6,14,red-ish
223,20,154,pink-ish
52,55,96,red-ish
9,101,58,green-ish
69,187,199,red-ish
136,203,5,green-ish
140,111,82,red-ish
173,171,149,grey-ish
149,22,34,red-ish
46,219,92,red-ish
229,14,19,red-ish
108,223,150,green-ish
106,102,249,red-ish
79,128,182,blue-ish
246,129,89,red-ish
180,201,161,green-ish
169,22,92,red-ish
130,4,14,red-ish
178,16,148,purple-ish
216,232,4,yellow-ish
53,167,171,blue-ish
131,148,85,red-ish
227,20,100,red-ish
37,215,39,red-ish
52,26,97,blue-ish
78,13,186,blue-ish
202,89,157,pink-ish
119,157,166,blue-ish
186,11,98,red-ish
186,78,215,purple-ish
159,216,208,blue-ish
246,170,68,orange-ish
109,224,144,green-ish
140,192,73,green-ish
38,176,158,blue-ish
61,155,210,blue-ish
123,64,30,brown-ish
136,214,132,green-ish
234,136,171,brown-ish
192,156,50,yellow-ish
142,95,207,purple-ish
23,120,30,green-ish
38,253,43,red-ish
100,228,131,green-ish
14,167,78,grey-ish
79,72,161,blue-ish
235,137,15,orange-ish
127,119,172,purple-ish
191,101,37,orange-ish
14,57,72,blue-ish
96,51,4,brown-ish
151,116,228,orange-ish
215,34,14,red-ish
54,156,61,green-ish
198,125,67,brown-ish
174,211,189,blue-ish
93,254,156,green-ish
116,182,57,green-ish
234,136,53,orange-ish
197,250,229,blue-ish
102,65,88,brown-ish
240,172,223,pink-ish
86,95,142,blue-ish
185,42,197,purple-ish
88,154,123,green-ish
228,166,212,pink-ish
113,179,96,green-ish
34,208,5,green-ish
85,18,70,red-ish
37,61,221,blue-ish
116,188,97,green-ish
215,156,110,pink-ish
226,44,202,pink-ish
19,166,2,green-ish
192,144,171,pink-ish
37,179,4,green-ish
9,185,34,green-ish
198,234,149,green-ish
189,91,94,brown-ish
62,214,193,blue-ish
226,163,177,pink-ish
96,14,131,blue-ish
221,100,131,red-ish
150,37,173,purple-ish
54,82,228,blue-ish
31,119,53,green-ish
250,233,56,yellow-ish
124,146,110,green-ish
224,249,3,yellow-ish
30,5,195,blue-ish
159,250,182,green-ish
198,168,24,yellow-ish
197,251,121,green-ish
2,241,154,green-ish
104,18,73,purple-ish
82,84,42,green-ish
87,159,148,blue-ish
5,69,134,blue-ish
199,71,18,orange-ish
165,37,112,purple-ish
62,156,73,green-ish
55,54,186,blue-ish
69,175,229,blue-ish
159,2,176,purple-ish
134,27,139,purple-ish
216,245,189,green-ish
34,168,80,green-ish
148,144,37,green-ish
43,190,149,blue-ish
223,60,254,purple-ish
26,161,163,blue-ish
251,133,236,purple-ish
100,227,229,blue-ish
109,3,99,purple-ish
104,195,76,green-ish
248,36,89,red-ish
31,124,233,blue-ish
111,110,139,purple-ish
219,151,126,brown-ish
153,166,157,grey-ish
162,214,166,green-ish
24,216,76,green-ish
55,106,118,blue-ish
29,22,134,blue-ish
20,47,174,blue-ish
1,210,66,green-ish
139,7,11,red-ish
39,61,111,green-ish
145,102,172,purple-ish
4,0,16,grey-ish
158,25,6,red-ish
42,169,54,green-ish
54,97,12,green-ish
69,150,184,blue-ish
149,230,88,green-ish
14,74,125,blue-ish
23,219,25,green-ish
126,122,206,blue-ish
100,178,173,blue-ish
87,13,135,purple-ish
2,98,240,blue-ish
210,232,70,yellow-ish
117,151,67,green-ish
162,146,242,blue-ish
132,14,84,purple-ish
144,48,245,blue-ish
42,201,45,green-ish
178,139,177,purple-ish
191,81,230,purple-ish
82,92,147,blue-ish
63,127,148,blue-ish
87,14,29,red-ish
65,135,179,blue-ish
30,95,151,blue-ish
47,151,128,blue-ish
62,166,174,blue-ish
124,88,132,purple-ish
207,195,113,yellow-ish
236,13,236,purple-ish
143,203,7,green-ish
73,224,130,green-ish
209,43,78,red-ish
243,134,80,red-ish
27,225,43,red-ish
225,208,132,yellow-ish
159,11,108,red-ish
62,193,33,green-ish
235,40,238,red-ish
203,6,200,purple-ish
51,210,146,green-ish
203,158,35,orange-ish
219,224,18,red-ish
106,222,169,green-ish
19,117,13,green-ish
135,223,63,red-ish
67,218,23,green-ish
251,195,3,orange-ish
26,93,51,green-ish
224,163,230,pink-ish
163,8,127,purple-ish
111,192,60,green-ish
47,91,45,green-ish
79,63,142,purple-ish
102,189,229,blue-ish
26,25,18,grey-ish
16,96,59,green-ish
207,1,90,pink-ish
169,202,166,green-ish
218,151,51,orange-ish
183,10,201,pink-ish
200,197,136,yellow-ish
145,177,110,green-ish
219,189,123,brown-ish
25,222,43,green-ish
110,249,67,green-ish
90,64,184,blue-ish
37,6,101,blue-ish
234,82,130,green-ish
190,244,67,green-ish
119,116,167,blue-ish
233,174,135,green-ish
205,48,80,pink-ish
61,220,117,green-ish
38,110,92,green-ish
32,240,161,green-ish
212,25,193,purple-ish
255,171,215,pink-ish
254,47,233,purple-ish
107,204,243,blue-ish
204,58,13,red-ish
56,155,226,blue-ish
128,175,157,blue-ish
111,207,46,green-ish
28,2,6,grey-ish
165,152,158,grey-ish
5,186,44,green-ish
178,23,241,purple-ish
66,4,78,purple-ish
20,253,73,green-ish
211,232,43,yellow-ish
162,237,199,green-ish
204,167,241,purple-ish
137,112,140,purple-ish
79,36,114,purple-ish
117,183,177,green-ish
255,246,37,yellow-ish
189,251,134,green-ish
196,103,140,purple-ish
187,136,128,pink-ish
18,196,105,green-ish
238,64,113,purple-ish
137,209,206,red-ish
33,247,29,green-ish
82,252,244,blue-ish
128,192,62,red-ish
253,212,197,pink-ish
19,233,171,green-ish
42,225,1,green-ish
159,170,15,yellow-ish
14,37,17,red-ish
181,178,163,grey-ish
85,54,193,blue-ish
216,115,122,pink-ish
231,205,161,yellow-ish
93,164,229,blue-ish
51,103,99,blue-ish
188,23,7,red-ish
64,108,15,green-ish
64,19,219,red-ish
54,160,59,green-ish
152,157,56,green-ish
215,2,158,purple-ish
105,216,244,blue-ish
13,4,53,blue-ish
152,88,206,purple-ish
193,58,56,red-ish
218,171,49,orange-ish
56,127,184,red-ish
108,188,19,green-ish
53,168,18,green-ish
56,60,107,blue-ish
75,42,156,blue-ish
195,234,109,green-ish
92,152,2,green-ish
153,243,109,green-ish
161,122,210,purple-ish
136,249,9,green-ish
23,95,127,blue-ish
254,101,249,purple-ish
214,14,85,pink-ish
155,204,154,green-ish
94,51,169,blue-ish
200,78,85,red-ish
115,43,230,purple-ish
110,79,188,purple-ish
97,104,169,blue-ish
2,83,116,blue-ish
176,203,224,blue-ish
36,229,122,green-ish
9,209,245,blue-ish
136,194,139,green-ish
8,80,136,blue-ish
126,255,122,green-ish
114,192,184,green-ish
255,63,150,pink-ish
153,113,74,brown-ish
23,32,1,green-ish
43,202,220,blue-ish
151,133,90,brown-ish
251,66,158,pink-ish
144,136,106,grey-ish
249,226,33,yellow-ish
